user_id,item_id,rating
user_152,item_30,5.0
user_143,item_56,3.5
user_451,item_52,4.0
user_242,item_43,5.0
user_189,item_88,5.0
user_401,item_23,5.0
user_389,item_163,5.0
user_6,item_48,5.0
user_256,item_109,3.4
user_104,item_196,3.1
user_155,item_105,4.1
user_296,item_83,3.0
user_13,item_44,3.7
user_310,item_155,5.0
user_11,item_35,4.2
user_425,item_87,5.0
user_141,item_109,4.1
user_309,item_26,4.1
user_435,item_163,4.1
user_421,item_183,5.0
user_175,item_61,5.0
user_476,item_27,4.2
user_87,item_97,5.0
user_171,item_198,5.0
user_263,item_109,3.3
user_211,item_142,4.6
user_474,item_125,4.1
user_382,item_106,3.2
user_121,item_61,5.0
user_6,item_194,5.0
user_104,item_58,4.4
user_456,item_74,3.5
user_263,item_187,2.4
user_491,item_25,5.0
user_449,item_14,5.0
user_2,item_98,4.2
user_220,item_37,4.1
user_137,item_42,4.8
user_337,item_24,5.0
user_11,item_121,4.0
user_42,item_31,5.0
user_1,item_20,4.2
user_142,item_107,4.0
user_397,item_14,5.0
user_48,item_60,4.6
user_479,item_62,5.0
user_125,item_89,3.2
user_106,item_102,5.0
user_7,item_46,5.0
user_140,item_36,4.5
user_65,item_151,5.0
user_298,item_130,5.0
user_461,item_22,2.7
user_421,item_155,5.0
user_495,item_115,3.9
user_455,item_163,3.4
user_376,item_66,5.0
user_188,item_140,3.7
user_327,item_116,4.1
user_249,item_156,4.6
user_307,item_47,5.0
user_351,item_158,5.0
user_483,item_15,5.0
user_86,item_167,4.2
user_378,item_35,4.9
user_65,item_190,5.0
user_478,item_14,5.0
user_181,item_105,5.0
user_309,item_28,4.5
user_313,item_104,3.3
user_478,item_69,3.3
user_260,item_26,4.9
user_300,item_101,4.1
user_395,item_187,3.6
user_181,item_185,5.0
user_273,item_23,4.3
user_365,item_60,4.3
user_415,item_74,4.1
user_428,item_129,4.3
user_117,item_77,5.0
user_251,item_11,3.9
user_238,item_11,4.9
user_217,item_68,5.0
user_441,item_118,3.0
user_197,item_100,4.1
user_494,item_10,5.0
user_374,item_188,4.2
user_103,item_135,5.0
user_316,item_55,4.0
user_342,item_48,4.4
user_364,item_61,5.0
user_6,item_182,5.0
user_236,item_38,4.6
user_35,item_94,5.0
user_188,item_9,2.9
user_283,item_160,3.9
user_223,item_80,4.4
user_27,item_72,4.5
user_39,item_181,4.6
user_339,item_105,5.0
user_213,item_10,5.0
user_441,item_97,5.0
user_380,item_32,5.0
user_201,item_3,5.0
user_3,item_103,4.7
user_86,item_174,4.0
user_42,item_126,5.0
user_43,item_176,3.6
user_47,item_176,4.2
user_186,item_145,4.5
user_342,item_148,5.0
user_402,item_188,3.9
user_46,item_52,5.0
user_150,item_173,4.9
user_273,item_65,3.3
user_289,item_107,5.0
user_129,item_20,4.5
user_470,item_61,5.0
user_307,item_62,5.0
user_225,item_32,3.4
user_157,item_141,4.1
user_393,item_109,4.5
user_142,item_179,4.0
user_220,item_128,4.3
user_190,item_135,5.0
user_216,item_83,4.7
user_229,item_101,3.7
user_94,item_111,4.8
user_153,item_159,3.5
user_369,item_121,2.8
user_359,item_165,5.0
user_287,item_137,4.7
user_51,item_170,4.1
user_74,item_198,3.1
user_40,item_29,4.6
user_266,item_129,2.5
user_290,item_110,5.0
user_159,item_93,5.0
user_10,item_181,5.0
user_182,item_20,4.6
user_449,item_105,5.0
user_123,item_119,5.0
user_478,item_89,4.6
user_8,item_144,5.0
user_145,item_78,4.7
user_241,item_161,5.0
user_446,item_86,3.9
user_59,item_179,3.3
user_73,item_146,4.9
user_354,item_63,4.2
user_223,item_19,5.0
user_119,item_105,4.2
user_376,item_25,5.0
user_52,item_62,5.0
user_213,item_87,5.0
user_497,item_170,4.3
user_45,item_97,5.0
user_465,item_33,4.7
user_50,item_65,5.0
user_279,item_21,4.0
user_241,item_186,5.0
user_462,item_194,4.5
user_338,item_59,2.5
user_167,item_43,5.0
user_458,item_146,5.0
user_194,item_11,3.1
user_245,item_143,4.6
user_455,item_136,5.0
user_45,item_196,5.0
user_450,item_66,5.0
user_113,item_72,5.0
user_47,item_58,5.0
user_243,item_123,4.7
user_467,item_74,3.2
user_37,item_127,4.6
user_355,item_10,3.7
user_259,item_106,3.9
user_219,item_33,5.0
user_161,item_153,3.7
user_366,item_51,5.0
user_499,item_95,3.6
user_393,item_44,4.4
user_276,item_27,5.0
user_110,item_83,5.0
user_474,item_34,3.7
user_458,item_87,5.0
user_46,item_73,4.3
user_353,item_66,5.0
user_467,item_98,3.4
user_35,item_0,4.8
user_323,item_154,3.9
user_179,item_163,5.0
user_489,item_24,5.0
user_53,item_194,5.0
user_420,item_33,5.0
user_142,item_82,4.7
user_341,item_169,2.9
user_381,item_100,4.9
user_320,item_39,5.0
user_121,item_101,4.2
user_451,item_4,5.0
user_145,item_123,5.0
user_259,item_2,3.6
user_20,item_159,4.0
user_467,item_99,3.6
user_39,item_126,5.0
user_426,item_54,4.6
user_476,item_163,2.1
user_353,item_120,4.0
user_144,item_140,5.0
user_414,item_177,5.0
user_361,item_149,5.0
user_145,item_63,3.7
user_17,item_19,3.4
user_260,item_38,4.3
user_211,item_154,3.4
user_375,item_180,5.0
user_498,item_42,5.0
user_89,item_98,4.5
user_191,item_45,5.0
user_232,item_147,5.0
user_483,item_152,5.0
user_443,item_67,5.0
user_3,item_31,4.1
user_50,item_57,4.8
user_327,item_1,4.7
user_197,item_53,3.7
user_136,item_142,4.6
user_474,item_129,4.7
user_135,item_108,5.0
user_102,item_150,3.3
user_317,item_23,5.0
user_147,item_149,4.6
user_424,item_194,4.2
user_67,item_0,5.0
user_440,item_97,5.0
user_265,item_48,5.0
user_397,item_181,5.0
user_392,item_193,4.4
user_130,item_64,5.0
user_372,item_43,4.5
user_341,item_96,3.5
user_326,item_193,4.1
user_91,item_112,4.3
user_76,item_177,5.0
user_290,item_2,4.0
user_107,item_189,4.2
user_456,item_181,4.0
user_320,item_3,5.0
user_97,item_128,3.0
user_294,item_27,4.4
user_208,item_6,2.8
user_282,item_5,3.5
user_278,item_105,5.0
user_132,item_36,4.0
user_208,item_114,3.5
user_235,item_9,3.3
user_498,item_55,5.0
user_347,item_130,4.4
user_211,item_186,4.3
user_83,item_189,4.1
user_448,item_29,3.4
user_120,item_142,5.0
user_325,item_136,4.0
user_28,item_121,4.0
user_199,item_123,4.3
user_143,item_166,3.2
user_331,item_91,5.0
user_418,item_38,3.2
user_369,item_119,4.9
user_371,item_90,4.6
user_402,item_7,4.5
user_298,item_27,5.0
user_26,item_47,5.0
user_490,item_38,5.0
user_349,item_36,4.5
user_148,item_60,3.7
user_70,item_92,3.9
user_329,item_164,3.1
user_44,item_62,5.0
user_379,item_86,3.5
user_97,item_88,3.5
user_353,item_159,4.7
user_407,item_67,4.6
user_453,item_82,4.3
user_268,item_164,3.4
user_195,item_39,5.0
user_346,item_53,4.3
user_463,item_68,4.0
user_74,item_93,4.3
user_137,item_117,3.7
user_250,item_37,3.6
user_233,item_122,2.6
user_446,item_97,5.0
user_332,item_153,4.0
user_418,item_106,3.7
user_440,item_92,3.2
user_186,item_115,4.4
user_328,item_66,5.0
user_279,item_182,4.4
user_454,item_109,3.1
user_238,item_57,5.0
user_176,item_14,4.8
user_9,item_146,4.1
user_116,item_183,4.2
user_335,item_71,5.0
user_271,item_87,4.5
user_230,item_174,3.7
user_382,item_19,4.3
user_430,item_55,4.8
user_294,item_198,4.5
user_285,item_70,3.3
user_353,item_128,4.6
user_422,item_41,3.1
user_278,item_115,4.8
user_25,item_96,3.8
user_251,item_131,5.0
user_60,item_52,4.0
user_141,item_67,5.0
user_468,item_150,4.2
user_228,item_121,3.9
user_371,item_77,5.0
user_142,item_46,3.8
user_318,item_115,3.4
user_404,item_142,5.0
user_231,item_83,3.6
user_480,item_41,2.6
user_77,item_135,3.5
user_351,item_103,5.0
user_178,item_127,4.3
user_133,item_145,3.5
user_490,item_67,5.0
user_224,item_92,2.8
user_438,item_149,4.9
user_424,item_99,3.6
user_111,item_25,5.0
user_138,item_53,5.0
user_138,item_90,4.4
user_94,item_131,3.7
user_6,item_133,4.0
user_223,item_149,4.9
user_292,item_41,2.8
user_221,item_187,2.7
user_17,item_31,2.2
user_199,item_17,2.2
user_88,item_93,4.0
user_24,item_5,3.6
user_157,item_22,3.4
user_162,item_170,5.0
user_75,item_112,5.0
user_333,item_17,2.5
user_30,item_179,3.3
user_300,item_63,3.0
user_366,item_178,4.2
user_212,item_85,3.5
user_228,item_150,5.0
user_440,item_133,3.7
user_84,item_15,3.9
user_170,item_72,3.7
user_329,item_51,4.8
user_147,item_128,5.0
user_118,item_2,3.5
user_447,item_197,4.4
user_284,item_43,4.6
user_188,item_41,4.0
user_367,item_169,4.2
user_433,item_97,5.0
user_295,item_3,5.0
user_229,item_162,4.3
user_475,item_85,2.4
user_113,item_146,5.0
user_281,item_77,3.6
user_142,item_75,4.2
user_304,item_106,3.3
user_396,item_115,4.0
user_177,item_78,2.4
user_215,item_154,4.2
user_30,item_101,4.6
user_448,item_165,3.0
user_45,item_17,2.8
user_43,item_25,5.0
user_298,item_102,3.9
user_108,item_118,3.3
user_287,item_174,2.9
user_98,item_117,3.9
user_136,item_25,4.8
user_368,item_37,3.9
user_45,item_149,4.7
user_79,item_68,5.0
user_408,item_162,5.0
user_149,item_5,4.8
user_208,item_140,3.1
user_409,item_74,3.2
user_269,item_37,3.3
user_27,item_11,4.0
user_320,item_121,4.5
user_122,item_118,3.0
user_151,item_143,2.6
user_80,item_8,3.0
user_355,item_86,3.0
user_307,item_92,3.8
user_382,item_83,5.0
user_478,item_97,5.0
user_161,item_60,4.6
user_472,item_159,5.0
user_460,item_122,2.5
user_412,item_8,4.4
user_204,item_36,5.0
user_3,item_189,3.8
user_253,item_73,5.0
user_149,item_139,3.8
user_485,item_101,3.4
user_414,item_76,4.7
user_425,item_84,1.6
user_470,item_88,5.0
user_442,item_165,3.7
user_319,item_153,3.6
user_230,item_160,2.6
user_349,item_82,3.7
user_59,item_140,3.9
user_30,item_26,5.0
user_63,item_71,5.0
user_149,item_21,5.0
user_45,item_192,4.2
user_305,item_46,5.0
user_209,item_60,4.0
user_71,item_43,4.8
user_468,item_136,4.8
user_468,item_139,4.0
user_294,item_153,4.0
user_206,item_24,5.0
user_459,item_87,5.0
user_74,item_183,2.0
user_169,item_94,5.0
user_477,item_83,4.9
user_24,item_165,2.9
user_63,item_126,5.0
user_248,item_4,2.8
user_42,item_67,5.0
user_249,item_167,4.6
user_93,item_153,3.2
user_155,item_14,4.4
user_278,item_170,5.0
user_267,item_32,4.4
user_259,item_195,4.7
user_488,item_30,4.7
user_166,item_41,3.3
user_204,item_121,5.0
user_51,item_120,3.8
user_308,item_163,2.9
user_32,item_50,3.8
user_304,item_178,4.3
user_418,item_156,4.5
user_43,item_137,5.0
user_104,item_94,4.4
user_64,item_62,5.0
user_491,item_42,3.7
user_210,item_159,5.0
user_21,item_120,4.2
user_356,item_102,2.9
user_457,item_172,4.9
user_61,item_192,5.0
user_395,item_94,4.8
user_387,item_118,2.9
user_165,item_136,5.0
user_16,item_23,5.0
user_61,item_70,3.2
user_388,item_33,5.0
user_339,item_184,5.0
user_309,item_180,4.6
user_257,item_152,5.0
user_371,item_84,3.5
user_272,item_161,4.8
user_422,item_85,2.6
user_233,item_71,4.5
user_400,item_108,4.4
user_89,item_0,4.6
user_393,item_26,5.0
user_401,item_21,5.0
user_468,item_160,3.9
user_18,item_32,3.3
user_262,item_151,5.0
user_368,item_108,5.0
user_314,item_155,4.4
user_295,item_69,3.5
user_197,item_73,4.1
user_468,item_145,5.0
user_179,item_20,4.4
user_250,item_0,3.4
user_321,item_75,5.0
user_9,item_114,3.7
user_286,item_125,4.2
user_377,item_26,3.4
user_124,item_130,4.6
user_47,item_132,5.0
user_120,item_199,4.8
user_129,item_178,4.3
user_250,item_166,2.8
user_436,item_139,3.7
user_180,item_160,4.1
user_112,item_89,4.6
user_408,item_100,5.0
user_138,item_195,5.0
user_107,item_150,5.0
user_15,item_22,3.6
user_24,item_103,4.6
user_80,item_186,5.0
user_456,item_95,2.7
user_81,item_170,4.7
user_498,item_145,5.0
user_376,item_45,4.6
user_51,item_155,5.0
user_220,item_94,4.8
user_417,item_56,4.5
user_494,item_74,5.0
user_304,item_154,4.3
user_469,item_55,4.5
user_328,item_79,3.8
user_324,item_109,5.0
user_317,item_167,5.0
user_136,item_140,3.8
user_464,item_96,3.9
user_136,item_80,4.3
user_479,item_142,5.0
user_279,item_101,3.8
user_84,item_45,3.1
user_362,item_98,5.0
user_53,item_67,5.0
user_167,item_175,5.0
user_167,item_55,5.0
user_310,item_183,4.2
user_40,item_98,5.0
user_109,item_24,5.0
user_366,item_138,4.8
user_388,item_112,4.5
user_216,item_67,5.0
user_26,item_167,4.6
user_189,item_24,5.0
user_118,item_48,5.0
user_44,item_72,4.4
user_297,item_67,5.0
user_16,item_128,5.0
user_429,item_106,2.8
user_344,item_8,3.5
user_143,item_132,5.0
user_8,item_39,5.0
user_492,item_84,2.6
user_429,item_146,5.0
user_367,item_16,5.0
user_284,item_8,3.5
user_187,item_48,5.0
user_37,item_56,3.9
user_50,item_78,5.0
user_171,item_31,4.3
user_233,item_94,3.9
user_91,item_71,2.7
user_154,item_105,4.8
user_219,item_154,4.0
user_238,item_14,5.0
user_56,item_14,5.0
user_152,item_8,3.9
user_482,item_164,3.3
user_496,item_70,5.0
user_225,item_134,3.9
user_38,item_142,5.0
user_248,item_21,4.1
user_187,item_102,4.2
user_421,item_63,4.6
user_45,item_141,5.0
user_375,item_71,5.0
user_494,item_98,5.0
user_496,item_132,5.0
user_47,item_158,4.6
user_75,item_28,5.0
user_57,item_68,5.0
user_24,item_124,3.4
user_319,item_198,4.9
user_218,item_39,5.0
user_167,item_184,4.7
user_30,item_62,5.0
user_35,item_25,5.0
user_114,item_181,5.0
user_29,item_68,5.0
user_332,item_3,3.5
user_414,item_187,4.0
user_72,item_159,5.0
user_498,item_37,4.3
user_416,item_55,2.3
user_220,item_5,4.4
user_138,item_168,5.0
user_261,item_95,4.0
user_473,item_101,3.6
user_286,item_102,3.2
user_181,item_102,5.0
user_254,item_100,4.9
user_22,item_59,3.1
user_496,item_113,4.8
user_423,item_112,4.0
user_267,item_124,3.1
user_455,item_119,5.0
user_73,item_191,4.1
user_336,item_55,2.6
user_429,item_170,3.9
user_72,item_143,5.0
user_251,item_116,4.7
user_28,item_81,5.0
user_454,item_68,5.0
user_107,item_120,4.8
user_164,item_54,3.6
user_347,item_162,4.0
user_90,item_104,5.0
user_352,item_119,5.0
user_360,item_74,2.8
user_167,item_99,5.0
user_262,item_182,4.5
user_297,item_96,3.9
user_484,item_116,5.0
user_67,item_128,5.0
user_251,item_154,4.7
user_78,item_56,4.5
user_316,item_56,3.2
user_450,item_182,5.0
user_175,item_55,4.7
user_14,item_56,4.2
user_379,item_12,3.3
user_301,item_29,4.2
user_245,item_73,4.6
user_144,item_5,5.0
user_446,item_136,4.4
user_100,item_134,3.6
user_460,item_72,3.5
user_46,item_187,2.8
user_312,item_126,5.0
user_254,item_91,3.1
user_256,item_150,4.3
user_438,item_73,4.7
user_195,item_94,5.0
user_342,item_134,5.0
user_399,item_49,3.0
user_155,item_13,5.0
user_18,item_116,4.6
user_370,item_151,3.3
user_217,item_45,5.0
user_8,item_13,5.0
user_305,item_154,4.0
user_21,item_18,4.2
user_111,item_68,5.0
user_494,item_142,5.0
user_336,item_36,3.3
user_417,item_14,5.0
user_341,item_141,4.4
user_82,item_22,2.3
user_141,item_85,3.6
user_387,item_98,4.0
user_169,item_102,3.7
user_195,item_81,5.0
user_162,item_188,4.2
user_252,item_131,4.0
user_317,item_89,4.1
user_258,item_153,5.0
user_468,item_103,3.7
user_154,item_41,4.1
user_27,item_121,4.0
user_88,item_144,3.4
user_252,item_35,4.3
user_161,item_17,3.3
user_387,item_77,5.0
user_75,item_54,4.2
user_311,item_185,4.5
user_190,item_165,5.0
user_481,item_75,5.0
user_433,item_183,4.3
user_369,item_181,4.5
user_319,item_172,5.0
user_441,item_10,4.5
user_428,item_159,5.0
user_461,item_162,5.0
user_105,item_54,4.6
user_4,item_109,3.4
user_373,item_50,4.0
user_360,item_128,4.1
user_214,item_100,4.2
user_431,item_36,5.0
user_106,item_58,5.0
user_434,item_66,5.0
user_52,item_68,5.0
user_303,item_59,3.9
user_35,item_101,3.4
user_69,item_18,4.2
user_94,item_139,4.1
user_480,item_120,3.1
user_165,item_4,5.0
user_137,item_157,5.0
user_103,item_118,3.2
user_308,item_142,4.3
user_347,item_41,4.2
user_472,item_157,5.0
user_241,item_192,4.6
user_58,item_38,5.0
user_219,item_86,3.4
user_389,item_128,5.0
user_166,item_138,3.3
user_33,item_180,4.5
user_122,item_76,5.0
user_483,item_71,4.2
user_17,item_22,2.4
user_71,item_131,5.0
user_160,item_29,4.3
user_330,item_173,2.7
user_487,item_23,5.0
user_403,item_115,4.0
user_269,item_128,4.2
user_264,item_80,3.8
user_223,item_76,5.0
user_244,item_34,4.1
user_448,item_144,2.9
user_412,item_194,5.0
user_258,item_151,5.0
user_56,item_117,4.1
user_181,item_111,5.0
user_143,item_181,5.0
user_197,item_122,2.4
user_325,item_142,5.0
user_119,item_10,4.0
user_227,item_187,3.8
user_191,item_59,2.7
user_74,item_96,3.6
user_397,item_97,5.0
user_327,item_87,5.0
user_92,item_45,4.3
user_422,item_58,3.3
user_463,item_162,3.0
user_280,item_184,3.7
user_108,item_173,4.0
user_187,item_187,2.4
user_433,item_71,5.0
user_435,item_194,3.9
user_185,item_31,2.4
user_372,item_79,4.0
user_4,item_104,5.0
user_287,item_40,4.6
user_298,item_28,5.0
user_233,item_145,4.7
user_317,item_157,4.4
user_295,item_154,4.0
user_72,item_193,5.0
user_443,item_109,3.5
user_463,item_83,3.7
user_354,item_39,5.0
user_13,item_179,4.3
user_20,item_178,3.9
user_459,item_75,5.0
user_18,item_72,4.5
user_365,item_155,5.0
user_201,item_118,4.0
user_44,item_93,5.0
user_206,item_168,5.0
user_9,item_143,4.2
user_75,item_37,3.8
user_363,item_13,5.0
user_80,item_74,4.5
user_397,item_160,4.3
user_195,item_118,3.6
user_354,item_56,5.0
user_222,item_116,5.0
user_364,item_35,5.0
user_337,item_110,5.0
user_62,item_2,3.8
user_285,item_102,2.6
user_123,item_113,4.7
user_366,item_142,5.0
user_101,item_56,5.0
user_293,item_145,4.4
user_236,item_180,4.7
user_148,item_185,5.0
user_78,item_53,5.0
user_407,item_8,3.3
user_14,item_188,3.4
user_346,item_51,4.4
user_182,item_101,5.0
user_153,item_39,4.0
user_230,item_3,5.0
user_332,item_114,3.5
user_214,item_66,4.7
user_247,item_94,5.0
user_131,item_50,4.7
user_202,item_27,5.0
user_15,item_108,4.0
user_120,item_3,5.0
user_420,item_7,5.0
user_198,item_29,4.9
user_408,item_143,5.0
user_255,item_179,3.8
user_73,item_143,4.8
user_409,item_62,4.8
user_438,item_99,5.0
user_18,item_98,5.0
user_414,item_45,4.6
user_476,item_186,2.7
user_447,item_0,4.5
user_339,item_33,5.0
user_389,item_91,3.8
user_269,item_169,2.8
user_299,item_153,4.5
user_5,item_183,3.9
user_204,item_32,4.5
user_365,item_73,5.0
user_184,item_161,5.0
user_119,item_190,4.7
user_411,item_37,2.8
user_335,item_37,3.7
user_14,item_55,4.6
user_105,item_131,5.0
user_33,item_136,4.0
user_294,item_149,4.3
user_210,item_138,3.2
user_475,item_78,4.6
user_361,item_66,5.0
user_109,item_188,4.6
user_235,item_130,4.6
user_356,item_158,3.7
user_181,item_197,4.7
user_24,item_56,2.4
user_336,item_115,3.2
user_28,item_182,4.7
user_379,item_92,2.5
user_251,item_88,3.8
user_9,item_139,4.8
user_159,item_146,4.9
user_221,item_142,4.9
user_481,item_88,5.0
user_354,item_188,4.6
user_51,item_149,4.3
user_164,item_28,4.2
user_233,item_162,3.2
user_151,item_156,2.1
user_204,item_172,4.2
user_393,item_178,4.6
user_359,item_51,5.0
user_106,item_186,5.0
user_238,item_153,4.7
user_409,item_53,4.3
user_39,item_18,4.2
user_353,item_161,4.6
user_41,item_39,4.8
user_181,item_194,5.0
user_118,item_191,4.9
user_50,item_188,5.0
user_143,item_5,4.7
user_469,item_146,4.9
user_352,item_72,3.6
user_482,item_128,3.4
user_262,item_45,4.3
user_397,item_165,3.2
user_405,item_71,5.0
user_487,item_70,4.0
user_166,item_146,4.5
user_375,item_42,3.5
user_286,item_163,4.4
user_189,item_19,5.0
user_347,item_161,5.0
user_6,item_19,5.0
user_100,item_142,4.5
user_164,item_146,3.4
user_464,item_65,4.9
user_306,item_2,5.0
user_430,item_87,5.0
user_477,item_77,5.0
user_24,item_71,3.9
user_324,item_72,3.7
user_101,item_85,2.1
user_256,item_101,5.0
user_228,item_175,5.0
user_172,item_146,4.0
user_223,item_25,5.0
user_135,item_154,4.0
user_337,item_50,4.3
user_365,item_16,5.0
user_154,item_182,3.8
user_212,item_142,5.0
user_79,item_187,2.3
user_194,item_30,4.6
user_492,item_168,5.0
user_174,item_110,4.7
user_115,item_128,4.7
user_333,item_12,3.6
user_307,item_78,4.2
user_366,item_153,5.0
user_111,item_114,4.2
user_62,item_59,2.5
user_364,item_185,5.0
user_236,item_190,4.4
user_294,item_113,4.6
user_315,item_152,4.5
user_440,item_51,5.0
user_60,item_15,4.1
user_271,item_29,3.4
user_166,item_90,3.8
user_195,item_153,3.7
user_437,item_160,3.8
user_263,item_67,5.0
user_192,item_125,3.6
user_173,item_130,4.7
user_348,item_21,5.0
user_454,item_163,4.0
user_373,item_11,5.0
user_79,item_175,4.9
user_136,item_144,4.7
user_490,item_177,5.0
user_171,item_24,5.0
user_28,item_128,4.4
user_217,item_102,5.0
user_106,item_62,5.0
user_311,item_161,3.6
user_467,item_67,5.0
user_59,item_199,5.0
user_156,item_82,5.0
user_295,item_173,3.9
user_333,item_102,3.5
user_266,item_150,5.0
user_291,item_75,4.1
user_404,item_131,5.0
user_393,item_121,5.0
user_85,item_152,3.8
user_424,item_146,4.2
user_337,item_4,5.0
user_236,item_179,3.3
user_325,item_70,2.8
user_131,item_193,5.0
user_477,item_81,5.0
user_14,item_164,3.2
user_3,item_64,5.0
user_250,item_11,5.0
user_220,item_185,5.0
user_102,item_85,2.5
user_490,item_187,2.8
user_47,item_151,4.4
user_110,item_157,5.0
user_366,item_177,5.0
user_86,item_120,3.5
user_149,item_4,4.1
user_308,item_176,4.4
user_295,item_16,4.9
user_85,item_117,2.6
user_133,item_107,4.7
user_482,item_118,3.1
user_143,item_145,3.9
user_357,item_142,5.0
user_63,item_13,5.0
user_358,item_142,5.0
user_272,item_115,3.8
user_344,item_20,5.0
user_364,item_88,5.0
user_109,item_49,4.4
user_294,item_141,4.3
user_377,item_71,3.1
user_39,item_166,4.8
user_3,item_3,5.0
user_393,item_76,5.0
user_415,item_2,3.7
user_336,item_138,3.1
user_213,item_32,3.5
user_405,item_61,5.0
user_339,item_122,4.0
user_297,item_85,3.4
user_21,item_179,2.5
user_208,item_134,4.9
user_455,item_134,4.7
user_45,item_170,5.0
user_49,item_6,2.9
user_117,item_158,5.0
user_296,item_39,5.0
user_268,item_132,3.7
